Algorytm;Rozmiar;Repetycje;Iteracje_RAND;Koszt;Optimum;Blad_wzgledny_%;Czas_us 
BB_DFS;13;1;1000;2147483647;2147483647;0.00;1727
BB_DFS;13;1;1000;2147483647;2147483647;0.00;1028
BB_DFS;13;1;1000;2147483647;2147483647;0.00;26
BB_DFS;13;1;1000;2147483647;2147483647;0.00;813
BB_DFS;13;1;1000;2147483647;2147483647;0.00;823
