Algorytm;Rozmiar;Repetycje;Iteracje_RAND;Koszt;Optimum;Blad_wzgledny_%;Czas_us 
BB_BFS;12;1;2000000;167;167;0.00;248
BB_BFS;12;1;2000000;134;134;0.00;283
BB_BFS;12;1;2000000;213;213;0.00;323
BB_BFS;12;1;2000000;132;132;0.00;1164
BB_BFS;12;1;2000000;182;182;0.00;679
