Algorytm;Rozmiar;Repetycje;UB_Strategy;Sasiedztwo;TS_MaxIter;TS_Tenure;TS_Asp;Koszt;Optimum;Blad_wzgledny_%;Czas_us
TABU_SEARCH;12;1;RNN;TWO_OPT;1000;10;1;127;120;5.83;536
TABU_SEARCH;12;1;RNN;TWO_OPT;1000;10;1;317;297;6.73;650
TABU_SEARCH;12;1;RNN;TWO_OPT;1000;10;1;227;219;3.65;545
TABU_SEARCH;12;1;RNN;TWO_OPT;1000;10;1;146;146;0.00;534
TABU_SEARCH;12;1;RNN;TWO_OPT;1000;10;1;213;213;0.00;532
